name,wins_x,losses_x,draws_x,height_cm_x,weight_in_kg_x,reach_in_cm_x,stance_x,date_of_birth_x,significant_strikes_landed_per_minute_x,significant_striking_accuracy_x,significant_strikes_absorbed_per_minute_x,significant_strike_defence_x,average_takedowns_landed_per_15_minutes_x,takedown_accuracy_x,takedown_defense_x,average_submissions_attempted_per_15_minutes_x,country,association,Win-Loss-Draw,Win %,weight_class_2
Bojan Velickovic,15,6,1,182.88,77.11,193.04,Southpaw,1988-12-18,2.18,34.0,2.31,57.0,0.67,25.0,55.0,0.5,,,15-6-1.,0.7045454545454546,Peso Meio-Médio
Jesse Ronson,21,12,0,177.8,70.31,177.8,Southpaw,1985-12-24,3.54,47.0,3.39,57.0,0.46,28.0,57.0,0.5,,,21-12-0.,0.6363636363636364,Peso Leve
James Irvin,17,10,0,187.96,92.99,190.5,Orthodox,1978-09-12,2.03,48.0,3.86,35.0,0.0,0.0,36.0,0.5,,,17-10-0.,0.6296296296296297,Peso Meio-Pesado
Ronys Torres,35,5,0,170.18,70.31,170.18,Orthodox,1975-08-13,0.87,26.0,1.93,57.0,4.0,47.0,16.0,0.5,,,35-5-0.,0.875,Peso Leve
Justin Jones,9,2,0,180.34,83.91,180.34,Orthodox,1987-09-06,1.7,36.0,3.17,45.0,1.0,15.0,46.0,0.5,,,9-2-0.,0.8181818181818182,Peso Médio
Wallid Ismail,9,3,0,170.18,92.99,170.18,Orthodox,1968-02-23,0.92,31.0,0.83,44.0,1.85,28.0,0.0,0.5,,,9-3-0.,0.75,Peso Meio-Pesado
Kron Gracie,5,2,0,175.26,65.77,177.8,Southpaw,1988-07-11,3.74,44.0,6.82,53.0,0.47,25.0,0.0,0.5,,,5-2-0.,0.7142857142857143,Peso Leve
Reza Madadi,14,6,0,180.34,70.31,185.42,Orthodox,1978-06-20,2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,,,14-6-0.,0.7,Peso Leve
Tony Fryklund,14,9,1,182.88,83.91,182.88,Orthodox,1971-03-26,3.49,39.0,6.5,43.0,0.0,0.0,66.0,0.5,,,14-9-1.,0.6041666666666666,Peso Médio
Kevin Holland,25,10,0,190.5,77.11,205.74,Orthodox,1992-11-05,4.39,49.0,3.22,51.0,0.78,38.0,53.0,0.5,,,25-10-0.,0.7142857142857143,Peso Meio-Médio
Nathaniel Wood,20,6,0,167.64,65.77,175.26,Orthodox,1993-05-08,5.91,50.0,4.22,56.0,1.74,48.0,70.0,0.5,,,20-6-0.,0.7692307692307693,Peso Leve
Gloria de Paula,6,5,0,165.1,52.16,170.18,Orthodox,1995-06-10,4.89,53.0,3.77,66.0,0.74,37.0,65.0,0.5,,,6-5-0.,0.5454545454545454,Peso Mosca
Dan Cramer,11,4,0,187.96,77.11,187.96,Orthodox,1985-10-31,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,,,11-4-0.,0.7333333333333333,Peso Meio-Médio
Akihiro Gono,35,21,8,170.18,77.11,172.72,Switch,1974-10-07,2.18,48.0,2.67,63.0,1.01,84.0,46.0,0.5,,,35-21-8.,0.609375,Peso Meio-Médio
Rafael Natal,21,9,1,182.88,83.91,195.58,Orthodox,1982-12-25,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5,,,21-9-1.,0.6935483870967742,Peso Médio
Tyler Stinson,30,10,0,190.5,77.11,190.5,,,2.8,23.0,4.6,56.0,0.5,100.0,0.0,0.5,,,30-10-0.,0.75,Peso Meio-Médio
Cezar Ferreira,13,8,0,185.42,83.91,198.12,Southpaw,1985-02-15,1.9,42.0,2.44,53.0,2.69,53.0,84.0,0.5,,,13-8-0.,0.6190476190476191,Peso Médio
Patrick Williams,8,6,0,172.72,61.23,185.42,Orthodox,1981-09-07,4.12,51.0,4.12,52.0,2.71,41.0,100.0,0.5,,,8-6-0.,0.5714285714285714,Peso Galo
Rin Nakai,19,2,1,154.94,61.23,154.94,Orthodox,1986-10-22,1.57,33.0,3.9,60.0,3.0,18.0,75.0,0.5,,,19-2-1.,0.8863636363636364,Peso Galo
Cortney Casey,10,10,0,170.18,56.7,170.18,Orthodox,1987-05-05,4.29,39.0,4.0,55.0,0.39,31.0,39.0,0.5,,,10-10-0.,0.5,Peso Mosca
Sara McMann,13,6,0,167.64,61.23,167.64,Orthodox,1980-09-24,2.26,46.0,1.92,47.0,4.38,65.0,50.0,0.5,,,13-6-0.,0.6842105263157895,Peso Galo
Hector Ramirez,10,6,1,182.88,92.99,182.88,Orthodox,1976-03-28,2.27,41.0,4.6,56.0,2.3,55.0,66.0,0.5,,,10-6-1.,0.6176470588235294,Peso Meio-Pesado
Ronny Markes,17,5,0,185.42,83.91,190.5,Orthodox,1988-04-21,2.17,53.0,2.43,45.0,3.13,40.0,100.0,0.5,,,17-5-0.,0.7727272727272727,Peso Médio
Jeff Joslin,5,3,0,182.88,77.11,182.88,Orthodox,1975-04-30,2.17,39.0,1.57,65.0,0.5,33.0,64.0,0.5,,,5-3-0.,0.625,Peso Meio-Médio
Stefan Sekulic,12,4,0,182.88,77.11,190.5,Southpaw,1992-02-12,1.83,50.0,2.83,64.0,2.0,33.0,25.0,0.5,,,12-4-0.,0.75,Peso Meio-Médio
Cathal Pendred,17,4,1,185.42,77.11,190.5,Orthodox,1987-09-02,2.49,44.0,3.01,55.0,2.46,23.0,83.0,0.4,,,17-4-1.,0.7954545454545454,Peso Meio-Médio
Steve Garcia,14,5,0,182.88,70.31,190.5,Southpaw,1992-05-22,4.85,56.0,2.61,46.0,1.51,44.0,94.0,0.4,,,14-5-0.,0.7368421052631579,Peso Leve
Francisco Figueiredo,13,5,1,167.64,56.7,172.72,Southpaw,1989-10-23,2.04,61.0,2.59,61.0,2.51,75.0,76.0,0.4,,,13-5-1.,0.7105263157894737,Peso Mosca
Shane Burgos,15,3,0,180.34,65.77,190.5,Orthodox,1991-03-19,7.4,52.0,6.78,56.0,0.43,44.0,91.0,0.4,,,15-3-0.,0.8333333333333334,Peso Leve
Jimi Manuwa,17,6,0,185.42,92.99,200.66,Orthodox,1980-02-18,3.43,54.0,3.97,49.0,0.53,18.0,70.0,0.4,,,17-6-0.,0.7391304347826086,Peso Meio-Pesado
Cody Durden,16,4,1,170.18,56.7,170.18,Southpaw,1991-03-29,3.13,49.0,2.94,52.0,5.41,50.0,80.0,0.4,,,16-4-1.,0.7857142857142857,Peso Mosca
Estevan Payan,16,12,0,177.8,65.77,177.8,Orthodox,1982-03-14,4.25,42.0,3.58,57.0,0.36,100.0,60.0,0.4,,,16-12-0.,0.5714285714285714,Peso Leve
Andrei Semenov,34,9,2,182.88,83.91,182.88,Orthodox,1977-06-17,0.78,15.0,2.44,60.0,1.74,80.0,55.0,0.4,,,34-9-2.,0.7777777777777778,Peso Médio
Brendan Schaub,10,5,0,193.04,111.13,198.12,Orthodox,1983-03-18,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,,,10-5-0.,0.6666666666666666,Peso Pesado
Mirsad Bektic,13,4,0,172.72,65.77,177.8,Orthodox,1991-02-16,2.43,41.0,1.8,57.0,3.98,52.0,92.0,0.4,,,13-4-0.,0.7647058823529411,Peso Leve
Evangelista Santos,21,18,0,177.8,77.11,193.04,Orthodox,1977-12-12,3.94,36.0,6.01,49.0,0.78,100.0,50.0,0.4,,,21-18-0.,0.5384615384615384,Peso Meio-Médio
Christos Giagos,20,11,0,177.8,70.31,180.34,Orthodox,1990-01-23,2.98,42.0,2.95,51.0,2.93,37.0,52.0,0.4,,,20-11-0.,0.6451612903225806,Peso Leve
Sarah Alpar,9,6,0,162.56,61.23,160.02,Southpaw,1991-06-01,2.36,44.0,6.06,38.0,1.61,26.0,20.0,0.4,,,9-6-0.,0.6,Peso Galo
Manel Kape,19,6,0,165.1,56.7,172.72,Southpaw,1993-11-14,5.12,54.0,4.51,59.0,0.65,37.0,77.0,0.4,,,19-6-0.,0.76,Peso Mosca
Wagnney Fabiano,16,4,0,167.64,65.77,175.26,Southpaw,1975-07-14,1.19,38.0,0.66,70.0,3.44,64.0,100.0,0.4,,,16-4-0.,0.8,Peso Leve
Willie Gates,12,7,0,172.72,56.7,182.88,Orthodox,1987-01-21,1.8,38.0,4.28,38.0,0.0,0.0,67.0,0.4,,,12-7-0.,0.631578947368421,Peso Mosca
Roque Martinez,15,8,2,177.8,113.4,182.88,Orthodox,1986-03-04,3.28,53.0,4.9,56.0,0.38,50.0,53.0,0.4,,,15-8-2.,0.64,Peso Pesado
Daniel Cormier,22,3,0,180.34,106.59,182.88,Orthodox,1979-03-20,4.25,52.0,2.92,54.0,1.83,44.0,80.0,0.4,,,22-3-0.,0.88,Peso Pesado
Casey Kenney,16,4,1,170.18,61.23,172.72,Southpaw,1991-03-20,4.85,42.0,4.67,58.0,1.09,35.0,61.0,0.4,,,16-4-1.,0.7857142857142857,Peso Galo
Alexander Gustafsson,18,8,0,195.58,92.99,200.66,Orthodox,1987-01-15,4.03,40.0,3.53,51.0,1.53,39.0,83.0,0.4,,,18-8-0.,0.6923076923076923,Peso Meio-Pesado
Antonio Banuelos,20,11,1,165.1,61.23,160.02,Orthodox,1979-09-23,2.69,33.0,3.15,58.0,1.62,62.0,86.0,0.4,,,20-11-1.,0.640625,Peso Galo
Kevin Casey,9,5,2,180.34,83.91,195.58,Southpaw,1981-06-15,2.27,53.0,3.76,46.0,0.79,22.0,27.0,0.4,,,9-5-2.,0.625,Peso Médio
Chael Sonnen,29,15,1,185.42,92.99,185.42,Southpaw,1977-04-03,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,,,29-15-1.,0.6555555555555556,Peso Meio-Pesado
Sergio Pettis,18,5,0,167.64,56.7,175.26,Orthodox,1993-08-18,3.88,37.0,2.91,65.0,0.85,40.0,67.0,0.4,,,18-5-0.,0.782608695652174,Peso Mosca
Dylan Andrews,18,7,0,185.42,83.91,187.96,Switch,1979-11-15,2.21,50.0,2.72,46.0,2.83,50.0,57.0,0.4,,,18-7-0.,0.72,Peso Médio
Josh Samman,13,4,0,190.5,83.91,200.66,Orthodox,1988-03-14,2.08,52.0,2.47,34.0,1.09,33.0,33.0,0.4,,,13-4-0.,0.7647058823529411,Peso Médio
Bec Rawlings,7,8,0,167.64,56.7,162.56,Orthodox,1989-02-11,4.48,42.0,5.66,57.0,0.71,40.0,68.0,0.4,,,7-8-0.,0.4666666666666667,Peso Mosca
Luke Barnatt,13,4,0,198.12,83.91,195.58,Orthodox,1988-04-13,4.43,36.0,3.87,59.0,0.63,42.0,63.0,0.4,,,13-4-0.,0.7647058823529411,Peso Médio
John Cholish,8,3,0,180.34,70.31,187.96,Orthodox,1983-12-17,2.65,49.0,2.29,73.0,1.82,31.0,78.0,0.4,,,8-3-0.,0.7272727272727273,Peso Leve
Benji Radach,21,7,0,177.8,83.91,177.8,Orthodox,1979-04-05,2.62,49.0,2.31,51.0,1.06,41.0,71.0,0.4,,,21-7-0.,0.75,Peso Médio
Rory MacDonald,19,4,0,182.88,77.11,193.04,Orthodox,1989-07-22,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,,,19-4-0.,0.8260869565217391,Peso Meio-Médio
Ryan Bader,23,5,0,187.96,92.99,187.96,Orthodox,1983-06-07,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,,,23-5-0.,0.8214285714285714,Peso Meio-Pesado
Chico Camus,17,7,0,167.64,56.7,167.64,Orthodox,1985-01-26,2.58,41.0,2.46,64.0,0.77,40.0,72.0,0.4,,,17-7-0.,0.7083333333333334,Peso Mosca
Magomed Mustafaev,14,4,0,172.72,70.31,180.34,Orthodox,1988-08-02,2.59,58.0,2.68,41.0,3.31,50.0,23.0,0.4,,,14-4-0.,0.7777777777777778,Peso Leve
Sergio Moraes,14,6,1,182.88,77.11,182.88,Orthodox,1982-07-23,2.42,42.0,3.73,59.0,1.2,38.0,75.0,0.4,,,14-6-1.,0.6904761904761905,Peso Meio-Médio
Johnny Eduardo,28,13,0,170.18,61.23,180.34,Orthodox,1978-08-03,2.95,39.0,3.22,63.0,0.22,20.0,58.0,0.4,,,28-13-0.,0.6829268292682927,Peso Galo
Abel Trujillo,15,8,0,172.72,70.31,177.8,Orthodox,1983-09-18,2.65,41.0,2.31,59.0,2.18,45.0,40.0,0.4,,,15-8-0.,0.6521739130434783,Peso Leve
Aleksandra Albu,3,2,0,157.48,52.16,160.02,Orthodox,1990-07-14,4.83,47.0,5.56,38.0,2.27,50.0,77.0,0.4,,,3-2-0.,0.6,Peso Mosca
Mads Burnell,9,3,0,172.72,65.77,175.26,Orthodox,1994-03-06,1.28,41.0,2.71,51.0,3.45,47.0,22.0,0.4,,,9-3-0.,0.75,Peso Leve
Dominick Reyes,12,4,0,193.04,92.99,195.58,Southpaw,1989-12-26,4.75,50.0,3.77,48.0,0.36,28.0,80.0,0.4,,,12-4-0.,0.75,Peso Meio-Pesado
John Marsh,8,7,0,182.88,120.2,182.88,Orthodox,1970-09-15,0.83,42.0,2.23,40.0,0.43,100.0,54.0,0.4,,,8-7-0.,0.5333333333333333,Peso Pesado
Brad Pickett,25,14,0,167.64,61.23,172.72,Orthodox,1978-09-24,3.02,31.0,4.63,55.0,2.47,44.0,58.0,0.4,,,25-14-0.,0.6410256410256411,Peso Galo
Lyoto Machida,24,8,0,185.42,83.91,187.96,Southpaw,1978-05-30,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,,,24-8-0.,0.75,Peso Médio
Michael Graves,6,0,1,177.8,77.11,180.34,Orthodox,1991-01-08,1.25,54.0,1.47,58.0,4.8,52.0,66.0,0.4,,,6-0-1.,0.9285714285714286,Peso Meio-Médio
Paul Buentello,35,17,0,187.96,111.13,195.58,Orthodox,1974-01-16,3.29,45.0,3.83,52.0,0.19,33.0,39.0,0.4,,,35-17-0.,0.6730769230769231,Peso Pesado
Maurice Greene,9,7,0,200.66,117.03,203.2,Orthodox,1986-07-05,3.28,45.0,3.61,45.0,0.0,0.0,27.0,0.4,,,9-7-0.,0.5625,Peso Pesado
Jeremy Stephens,28,19,0,175.26,65.77,180.34,Orthodox,1986-05-25,3.17,40.0,3.05,58.0,1.16,38.0,65.0,0.4,,,28-19-0.,0.5957446808510638,Peso Leve
Ricky Simon,20,4,0,167.64,61.23,175.26,Orthodox,1992-08-31,3.01,44.0,3.23,62.0,5.84,50.0,75.0,0.4,,,20-4-0.,0.8333333333333334,Peso Galo
Mark Kerr,15,11,0,190.5,120.66,190.5,Switch,1968-12-21,0.28,41.0,0.89,28.0,2.92,77.0,0.0,0.4,,,15-11-0.,0.5769230769230769,Peso Pesado
Vik Grujic,6,6,0,180.34,77.11,185.42,Orthodox,1977-02-06,2.24,48.0,3.39,41.0,1.18,33.0,26.0,0.4,,,6-6-0.,0.5,Peso Meio-Médio
Joby Sanchez,11,4,0,167.64,61.23,172.72,Orthodox,1991-06-24,3.22,36.0,2.82,63.0,0.95,71.0,51.0,0.4,,,11-4-0.,0.7333333333333333,Peso Galo
Leandro Silva,20,6,1,175.26,70.31,182.88,Orthodox,1985-11-11,2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4,,,20-6-1.,0.7592592592592593,Peso Leve
Raoni Barcelos,17,5,0,170.18,61.23,170.18,Orthodox,1987-05-01,5.38,51.0,5.03,61.0,1.8,37.0,90.0,0.4,,,17-5-0.,0.7727272727272727,Peso Galo
Court McGee,22,12,0,180.34,77.11,190.5,Orthodox,1984-12-12,4.63,37.0,3.68,60.0,1.89,25.0,69.0,0.4,,,22-12-0.,0.6470588235294118,Peso Meio-Médio
Antonina Shevchenko,10,4,0,172.72,56.7,170.18,Southpaw,1984-11-20,3.86,55.0,2.93,52.0,0.43,42.0,53.0,0.4,,,10-4-0.,0.7142857142857143,Peso Mosca
Adriano Martins,28,9,0,177.8,70.31,182.88,Southpaw,1982-12-16,1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,,,28-9-0.,0.7567567567567568,Peso Leve
Anton Kuivanen,24,10,0,172.72,70.31,182.88,Orthodox,1984-05-01,2.27,38.0,1.63,67.0,1.2,100.0,71.0,0.4,,,24-10-0.,0.7058823529411765,Peso Leve
William Knight,11,5,0,177.8,92.99,185.42,Orthodox,1988-04-03,2.62,56.0,3.3,35.0,1.78,40.0,48.0,0.4,,,11-5-0.,0.6875,Peso Meio-Pesado
Brok Weaver,15,6,0,182.88,70.31,185.42,Southpaw,1991-12-05,4.78,64.0,4.35,46.0,0.41,10.0,66.0,0.4,,,15-6-0.,0.7142857142857143,Peso Leve
Julio Arce,18,6,0,170.18,61.23,177.8,Southpaw,1989-10-27,4.38,36.0,3.1,68.0,0.49,30.0,95.0,0.4,,,18-6-0.,0.75,Peso Galo
Askar Askarov,14,1,1,167.64,56.7,170.18,Orthodox,1992-10-09,3.05,54.0,2.8,57.0,2.6,24.0,66.0,0.4,,,14-1-1.,0.90625,Peso Mosca
Mitch Clarke,11,5,0,177.8,70.31,185.42,Orthodox,1985-11-24,2.35,34.0,3.27,47.0,0.64,15.0,50.0,0.4,,,11-5-0.,0.6875,Peso Leve
Adam Wieczorek,10,2,0,195.58,113.4,205.74,Orthodox,1992-02-05,1.68,38.0,1.87,48.0,0.41,33.0,58.0,0.4,,,10-2-0.,0.8333333333333334,Peso Pesado
Dan Hardy,25,10,0,182.88,77.11,187.96,Orthodox,1982-05-17,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,,,25-10-0.,0.7142857142857143,Peso Meio-Médio
Cain Velasquez,14,3,0,185.42,108.86,195.58,Orthodox,1982-07-28,6.37,57.0,2.33,57.0,5.13,45.0,85.0,0.4,,,14-3-0.,0.8235294117647058,Peso Pesado
Mike Grundy,12,4,0,170.18,65.77,182.88,Orthodox,1987-01-03,2.09,45.0,4.45,56.0,4.06,28.0,50.0,0.4,,,12-4-0.,0.75,Peso Leve
Tyler Toner,15,7,0,172.72,65.77,177.8,Orthodox,1983-03-31,2.95,52.0,2.13,62.0,0.0,0.0,54.0,0.4,,,15-7-0.,0.6818181818181818,Peso Leve
Jessica Andrade,25,12,0,154.94,52.16,157.48,Orthodox,1991-09-25,6.67,50.0,5.36,54.0,2.45,54.0,72.0,0.4,,,25-12-0.,0.6756756756756757,Peso Mosca
Sean Sherk,36,4,1,167.64,70.31,170.18,Orthodox,1973-08-05,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,,,36-4-1.,0.8902439024390244,Peso Leve
Ryan Benoit,10,8,0,165.1,56.7,172.72,Orthodox,1989-08-25,2.88,39.0,3.65,58.0,0.28,22.0,72.0,0.4,,,10-8-0.,0.5555555555555556,Peso Mosca
Akbarh Arreola,23,11,1,177.8,70.31,180.34,Southpaw,1983-01-14,2.32,45.0,4.01,56.0,1.07,100.0,33.0,0.4,,,23-11-1.,0.6714285714285714,Peso Leve
Zak Ottow,17,7,0,180.34,77.11,182.88,Orthodox,1986-12-22,2.63,36.0,2.73,58.0,0.97,29.0,57.0,0.4,,,17-7-0.,0.7083333333333334,Peso Meio-Médio
Angela Magana,11,9,0,154.94,52.16,165.1,Orthodox,1983-08-02,1.53,28.0,4.92,42.0,0.4,25.0,28.0,0.4,,,11-9-0.,0.55,Peso Mosca
Valentina Shevchenko,23,4,1,165.1,56.7,167.64,Southpaw,1988-03-07,3.28,52.0,2.11,62.0,2.56,63.0,71.0,0.4,,,23-4-1.,0.8392857142857143,Peso Mosca
Tomasz Drwal,21,5,1,185.42,92.99,193.04,Orthodox,1982-01-22,3.29,38.0,2.26,57.0,3.55,60.0,82.0,0.4,,,21-5-1.,0.7962962962962963,Peso Meio-Pesado
Sean O'Malley,17,1,0,180.34,61.23,182.88,Switch,1994-10-24,7.25,61.0,3.51,61.0,0.43,42.0,62.0,0.4,,,17-1-0.,0.9444444444444444,Peso Galo
Guido Cannetti,10,8,0,167.64,61.23,172.72,Southpaw,1979-12-19,3.44,55.0,2.84,51.0,2.27,55.0,64.0,0.4,,,10-8-0.,0.5555555555555556,Peso Galo
Josh Koscheck,17,11,0,177.8,77.11,185.42,Orthodox,1977-11-30,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,,,17-11-0.,0.6071428571428571,Peso Meio-Médio
Jake Ellenberger,31,15,0,175.26,77.11,180.34,Orthodox,1985-03-28,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,,,31-15-0.,0.6739130434782609,Peso Meio-Médio
Ben Rothwell,39,14,0,193.04,120.2,198.12,Orthodox,1981-10-17,3.71,42.0,4.63,47.0,0.68,34.0,70.0,0.4,,,39-14-0.,0.7358490566037735,Peso Pesado
Ignacio Bahamondes,14,5,0,190.5,70.31,190.5,Orthodox,1997-08-27,6.97,46.0,4.36,57.0,0.0,0.0,85.0,0.4,,,14-5-0.,0.7368421052631579,Peso Leve
Tyron Woodley,19,7,1,175.26,77.11,187.96,Orthodox,1982-04-07,2.36,48.0,2.76,54.0,1.06,40.0,87.0,0.4,,,19-7-1.,0.7222222222222222,Peso Meio-Médio
Steve Bruno,15,6,0,177.8,77.11,177.8,Orthodox,1981-11-03,0.96,52.0,3.38,36.0,1.94,25.0,46.0,0.4,,,15-6-0.,0.7142857142857143,Peso Meio-Médio
Jordan Wright,12,5,0,187.96,92.99,195.58,Orthodox,1991-10-07,4.1,56.0,6.03,31.0,2.09,45.0,100.0,0.4,,,12-5-0.,0.7058823529411765,Peso Meio-Pesado
Elizeu Zaleski dos Santos,24,7,1,180.34,77.11,185.42,Orthodox,1986-12-11,4.52,42.0,3.33,57.0,0.43,13.0,68.0,0.4,,,24-7-1.,0.765625,Peso Meio-Médio
Piotr Hallmann,18,6,0,175.26,70.31,180.34,Orthodox,1987-08-25,3.98,45.0,3.17,58.0,2.55,44.0,70.0,0.4,,,18-6-0.,0.75,Peso Leve
Jack Hermansson,23,8,0,185.42,83.91,195.58,Orthodox,1988-06-10,5.13,44.0,3.69,55.0,1.66,29.0,75.0,0.4,,,23-8-0.,0.7419354838709677,Peso Médio
Germaine de Randamie,10,4,0,175.26,61.23,180.34,Orthodox,1984-04-24,2.72,46.0,2.14,65.0,0.0,0.0,69.0,0.4,,,10-4-0.,0.7142857142857143,Peso Galo
John Howard,24,13,0,170.18,77.11,182.88,Orthodox,1983-03-01,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4,,,24-13-0.,0.6486486486486487,Peso Meio-Médio
Nicco Montano,5,3,0,165.1,61.23,165.1,Southpaw,1988-12-16,5.6,41.0,4.43,64.0,2.25,54.0,69.0,0.4,,,5-3-0.,0.625,Peso Galo
Dan Moret,13,6,0,182.88,70.31,185.42,Southpaw,1986-11-21,2.67,43.0,3.56,43.0,1.25,27.0,45.0,0.4,,,13-6-0.,0.6842105263157895,Peso Leve
Ricky Glenn,22,8,2,182.88,70.31,177.8,Southpaw,1989-04-12,3.94,43.0,4.1,51.0,0.55,13.0,68.0,0.4,,,22-8-2.,0.71875,Peso Leve
Sodiq Yusuff,13,3,0,175.26,65.77,180.34,Orthodox,1993-05-19,5.72,49.0,4.33,54.0,0.28,20.0,62.0,0.4,,,13-3-0.,0.8125,Peso Leve
Cub Swanson,29,13,0,172.72,65.77,177.8,Orthodox,1983-11-02,4.7,50.0,3.84,59.0,1.09,52.0,61.0,0.4,,,29-13-0.,0.6904761904761905,Peso Leve
Cristiane Justino,21,2,0,172.72,65.77,172.72,Orthodox,1985-07-09,7.28,52.0,2.25,64.0,0.66,55.0,94.0,0.4,,,21-2-0.,0.9130434782608695,Peso Leve
Sean Pierson,14,6,0,182.88,77.11,193.04,Southpaw,1976-03-10,3.84,39.0,3.73,64.0,0.39,18.0,66.0,0.4,,,14-6-0.,0.7,Peso Meio-Médio
Dan Hooker,23,12,0,182.88,70.31,190.5,Switch,1990-02-13,5.08,48.0,4.76,51.0,0.79,34.0,80.0,0.4,,,23-12-0.,0.6571428571428571,Peso Leve
Aaron Rosa,18,6,0,193.04,92.99,195.58,Orthodox,1983-05-28,4.03,47.0,4.41,45.0,0.36,33.0,85.0,0.4,,,18-6-0.,0.75,Peso Meio-Pesado
Mike Whitehead,27,8,0,185.42,92.99,185.42,Orthodox,1981-06-29,1.62,33.0,2.36,59.0,3.59,43.0,77.0,0.3,,,27-8-0.,0.7714285714285715,Peso Meio-Pesado
Yosdenis Cedeno,10,6,1,172.72,70.31,175.26,Orthodox,1985-02-12,1.64,29.0,1.6,67.0,0.0,0.0,31.0,0.3,,,10-6-1.,0.6176470588235294,Peso Leve
Chris Kelades,9,3,0,170.18,56.7,172.72,Orthodox,1981-02-21,2.4,43.0,2.64,48.0,1.04,18.0,53.0,0.3,,,9-3-0.,0.75,Peso Mosca
Leon Edwards,21,3,0,187.96,77.11,187.96,Southpaw,1991-08-25,2.8,53.0,2.4,53.0,1.26,33.0,69.0,0.3,,,21-3-0.,0.875,Peso Meio-Médio
Montel Jackson,13,2,0,177.8,61.23,190.5,Southpaw,1992-04-24,3.36,53.0,1.41,64.0,3.42,71.0,69.0,0.3,,,13-2-0.,0.8666666666666667,Peso Galo
Will Brooks,18,4,0,177.8,70.31,182.88,Orthodox,1986-10-08,4.26,59.0,2.54,56.0,2.08,51.0,82.0,0.3,,,18-4-0.,0.8181818181818182,Peso Leve
Rafa Garcia,16,3,0,170.18,70.31,177.8,Orthodox,1994-08-05,4.19,42.0,4.21,61.0,3.61,44.0,79.0,0.3,,,16-3-0.,0.8421052631578947,Peso Leve
Mallory Martin,7,5,0,162.56,52.16,160.02,Orthodox,1994-01-29,4.42,48.0,6.64,55.0,2.28,43.0,25.0,0.3,,,7-5-0.,0.5833333333333334,Peso Mosca
Irene Aldana,14,7,0,175.26,61.23,172.72,Orthodox,1988-03-26,4.86,39.0,5.71,59.0,0.17,50.0,75.0,0.3,,,14-7-0.,0.6666666666666666,Peso Galo
Dennis Buzukja,8,4,0,175.26,65.77,177.8,Switch,1997-10-01,3.3,43.0,4.93,40.0,0.98,30.0,73.0,0.3,,,8-4-0.,0.6666666666666666,Peso Leve
Merab Dvalishvili,16,4,0,167.64,61.23,172.72,Orthodox,1991-01-10,4.46,41.0,2.41,56.0,6.55,36.0,78.0,0.3,,,16-4-0.,0.8,Peso Galo
Lara Procopio,7,2,0,162.56,56.7,170.18,Orthodox,1995-11-14,5.64,58.0,6.5,47.0,3.15,47.0,50.0,0.3,,,7-2-0.,0.7777777777777778,Peso Mosca
Jens Pulver,27,19,1,170.18,65.77,177.8,Southpaw,1974-12-06,2.12,37.0,3.13,56.0,0.22,33.0,63.0,0.3,,,27-19-1.,0.5851063829787234,Peso Leve
Maximo Blanco,12,8,1,172.72,65.77,180.34,Orthodox,1983-10-16,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3,,,12-8-1.,0.5952380952380952,Peso Leve
Mirko Filipovic,35,11,2,187.96,104.33,185.42,Southpaw,1974-09-10,2.11,50.0,1.89,63.0,0.19,40.0,78.0,0.3,,,35-11-2.,0.75,Peso Pesado
Jinh Yu Frey,11,10,0,160.02,52.16,165.1,Southpaw,1985-05-20,2.97,43.0,4.23,52.0,1.02,36.0,90.0,0.3,,,11-10-0.,0.5238095238095238,Peso Mosca
Dan Henderson,32,15,0,180.34,83.91,187.96,Orthodox,1970-08-24,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,,,32-15-0.,0.6808510638297872,Peso Médio
Ryo Chonan,22,13,0,175.26,77.11,177.8,Orthodox,1976-10-08,2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3,,,22-13-0.,0.6285714285714286,Peso Meio-Médio
Alonzo Menifield,14,3,1,182.88,92.99,193.04,Orthodox,1987-10-18,3.82,57.0,3.09,52.0,0.62,30.0,75.0,0.3,,,14-3-1.,0.8055555555555556,Peso Meio-Pesado
